"abstract","web_url","snippet","lead_paragraph","print_section","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"Democracy’s ultimate verdict has been delivered.","https://www.nytimes.com/2024/11/15/opinion/trump-criminal-cases.html","Democracy’s ultimate verdict has been delivered.","With the election now over, the courts have to decide quickly whether to move forward with the criminal cases against Donald Trump. Although this idea will pain my fellow Democrats, all of the cases should be abandoned.","A","19","The New York Times","2024-11-15T10:05:05+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/f280e68f-603c-5af0-885c-67aefa08b28c",985,"nyt://article/f280e68f-603c-5af0-885c-67aefa08b28c","End the Criminal Cases Against Trump","Guest Essay",NA,"It’s Time To Drop Criminal Cases  Against Trump",NA,NA,NA,"By Thomas Goldstein",NA
"Three scenarios for how Republicans could approach cutting taxes next year.","https://www.nytimes.com/2024/11/15/briefing/trump-tax-plans.html","Three scenarios for how Republicans could approach cutting taxes next year.","Nothing unifies Republicans like cutting taxes.",NA,NA,"The New York Times","2024-11-15T11:36:01+0000","article","NYTNow","Briefing",NA,"briefing","nyt://article/9fbc80b7-c025-57ef-a759-079922d60066",1844,"nyt://article/9fbc80b7-c025-57ef-a759-079922d60066","Trump’s Tax Plans",NA,NA,"",NA,NA,NA,"By Andrew Duehren",NA
"A complaint involving Pete Hegseth was filed with the police in Monterey, Calif., but it led to no charges, according to public records and Mr. Hegseth’s lawyer.","https://www.nytimes.com/2024/11/15/us/politics/trump-pete-hegseth-defense-secretary-sexual-assault.html","A complaint involving Pete Hegseth was filed with the police in Monterey, Calif., but it led to no charges, according to public records and Mr. Hegseth’s lawyer.","Pete Hegseth, President-elect Donald J. Trump’s pick to lead the Defense Department, was the subject of a sexual assault complaint in 2017 in Monterey, Calif., according to public records and Mr. Hegseth’s lawyer. No charges were filed.",NA,NA,"The New York Times","2024-11-15T13:36:21+0000","article","Washington","U.S.","Politics","News","nyt://article/433debf2-c6b9-5e1c-9220-07368da3d267",222,"nyt://article/433debf2-c6b9-5e1c-9220-07368da3d267","Trump’s Defense Secretary Pick Faced Sexual Assault Claim in 2017",NA,NA,"",NA,NA,NA,"By Sharon LaFraniere",NA
"President-elect Donald J. Trump selected Matt Gaetz, a former Florida congressman, as his attorney general, a pick that drew a rare bipartisan rebuke from both conservative and liberal media outlets.","https://www.nytimes.com/2024/11/15/business/media/matt-gaetz-trump-media-coverage.html","President-elect Donald J. Trump selected Matt Gaetz, a former Florida congressman, as his attorney general, a pick that drew a rare bipartisan rebuke from both conservative and liberal media outlets.","President-elect Donald J. Trump’s selection of Matt Gaetz as his attorney general drew criticism from liberal media outlets and even some conservative ones. They questioned Mr. Gaetz’s integrity and called him a risky choice for the cabinet.","B","4","The New York Times","2024-11-15T15:22:01+0000","article","Business","Business Day","Media","News","nyt://article/3aa13a06-1c48-5d8d-bf56-6952f23f2b63",784,"nyt://article/3aa13a06-1c48-5d8d-bf56-6952f23f2b63","Both Right- and Left-Leaning Media Criticize Trump Elevating Matt Gaetz",NA,NA,"Trump’s Choice of Gaetz  Prompts Bipartisan Rebuke",NA,NA,NA,"By Santul Nerkar",NA
"Readers respond to a guest essay by Josh Barro. Also: Elon Musk and America’s birthrate; a pharmacist’s view; the danger of extreme heat.","https://www.nytimes.com/2024/11/15/opinion/biden-trump-election-blame.html","Readers respond to a guest essay by Josh Barro. Also: Elon Musk and America’s birthrate; a pharmacist’s view; the danger of extreme heat.","To the Editor:","A","23","The New York Times","2024-11-15T15:38:02+0000","article","Letters","Opinion",NA,"Letter","nyt://article/85fef28a-9d64-5f5a-829c-c4cb2cdc403d",1178,"nyt://article/85fef28a-9d64-5f5a-829c-c4cb2cdc403d","Don’t Blame Biden for Trump’s Victory","letters",NA,"Don’t Blame Biden for Trump’s Victory",NA,NA,NA,"",NA
"The world has changed since Donald J. Trump’s last term as president. Mark Landler, the London bureau chief of The New York Times, describes what Mr. Trump’s choices so far say about his foreign policy ambitions.","https://www.nytimes.com/video/us/politics/100000009820568/trump-foreign-policy.html","The world has changed since Donald J. Trump’s last term as president. Mark Landler, the London bureau chief of The New York Times, describes what Mr. Trump’s choices so far say about his foreign policy ambitions.","The world has changed since Donald J. Trump’s last term as president. Mark Landler, the London bureau chief of The New York Times, describes what Mr. Trump’s choices so far say about his foreign policy ambitions.",NA,NA,"The New York Times","2024-11-15T16:44:54+0000","multimedia","","U.S.","Politics","Video","nyt://video/17b761c8-68d9-58b9-b656-bd12793f6e76",0,"nyt://video/17b761c8-68d9-58b9-b656-bd12793f6e76","What Donald Trump’s Team Picks Say About His Foreign Policy",NA,NA,"",NA,NA,NA,"By Mark Landler and Nikolay Nikolov",NA
"Boris Epshteyn has quickly become one of the most powerful figures in the early days of the presidential transition, even floating his own name to help broker peace between Russia and Ukraine.","https://www.nytimes.com/2024/11/15/us/politics/boris-epshteyn-trump.html","Boris Epshteyn has quickly become one of the most powerful figures in the early days of the presidential transition, even floating his own name to help broker peace between Russia and Ukraine.","President-elect Donald J. Trump was flying to Washington for his first face-to-face meeting with President Biden since winning the election when a top aide offered a startling idea to broker peace between Russia and Ukraine.","A","13","The New York Times","2024-11-15T17:19:57+0000","article","Washington","U.S.","Politics","News","nyt://article/0f6006e8-2db6-5240-983f-3bf1bbc52e4b",1123,"nyt://article/0f6006e8-2db6-5240-983f-3bf1bbc52e4b","The Trump Lawyer Who Wields Outsize Influence on the Next White House",NA,NA,"Lawyer and Strategist With Outsize Influence  In the Trump Transition",NA,NA,NA,"By Maggie Haberman and Jonathan Swan",NA
"Two weeks in the life of Pennsylvania’s Luzerne County, one of the many places that shifted to the right in this year’s election.","https://www.nytimes.com/interactive/2024/11/15/magazine/pennsylvania-luzerne-county-trump.html","Two weeks in the life of Pennsylvania’s Luzerne County, one of the many places that shifted to the right in this year’s election.","Two weeks in the life of Pennsylvania’s Luzerne County, one of the many places that shifted to the right in this year’s election.",NA,NA,"The New York Times","2024-11-15T19:19:31+0000","multimedia","Magazine","Magazine",NA,"Interactive Feature","nyt://interactive/18fa3773-71af-5dac-a29f-9508cffe8c55",0,"nyt://interactive/18fa3773-71af-5dac-a29f-9508cffe8c55","Becoming Trump Country",NA,NA,"",NA,NA,NA,"By Philip Montgomery and Michael Sokolove",NA
"After serving as the president-elect’s chief campaign spokesman, Mr. Cheung will return to the White House next year.","https://www.nytimes.com/2024/11/15/us/politics/steven-cheung-trump-white-house-communications.html","After serving as the president-elect’s chief campaign spokesman, Mr. Cheung will return to the White House next year.","President-elect Donald J. Trump announced on Friday that he had chosen Steven Cheung, his chief campaign spokesman, to be his White House communications director.",NA,NA,"The New York Times","2024-11-15T19:55:18+0000","article","Washington","U.S.","Politics","News","nyt://article/00a4cfd9-8e1f-5644-b1fb-85aea1219547",407,"nyt://article/00a4cfd9-8e1f-5644-b1fb-85aea1219547","Trump Asks Steven Cheung to Lead White House Communications",NA,NA,"",NA,NA,NA,"By Michael Gold",NA
"The president-elect has selected several allies in Congress, along with a current governor, to join his administration.","https://www.nytimes.com/2024/11/15/us/politics/how-the-trump-vacancies-will-be-filled.html","The president-elect has selected several allies in Congress, along with a current governor, to join his administration.","President-elect Donald J. Trump is packing his administration with Republican office holders who are set to leave behind a trail of vacancies extending from Capitol Hill to at least one governor’s seat.","A","24","The New York Times","2024-11-15T20:04:50+0000","article","Politics","U.S.","Politics","News","nyt://article/04bb494a-f429-5254-97a8-b2655fff9d73",900,"nyt://article/04bb494a-f429-5254-97a8-b2655fff9d73","Republicans Are Leaving Office for Trump Posts. How Will the Vacancies Be Filled?",NA,NA,"Filling Vacancies Left by Picks for New Administration",NA,NA,NA,"By Neil Vigdor",NA
"The region has changed dramatically since the Oct. 7 attacks.","https://www.nytimes.com/2024/11/15/world/middleeast/trump-will-encounter-a-very-different-middle-east-in-his-second-term.html","The region has changed dramatically since the Oct. 7 attacks.","Observers of President-elect Donald Trump have long known the folly of trying to predict his decisions. But when it comes to foreign relations, especially in the Middle East, there are some ways that his second term will undoubtedly be different from his first.",NA,NA,"The New York Times","2024-11-15T20:45:36+0000","article","Foreign","World","Middle East","News","nyt://article/fcf9dc62-c14c-5cef-9656-b0aa4fe6a6dd",1094,"nyt://article/fcf9dc62-c14c-5cef-9656-b0aa4fe6a6dd","Trump Will Encounter a Very Different Middle East in His Second Term",NA,NA,"",NA,NA,NA,"By Amanda Taub",NA
"The Biden administration had warned that the United States would consider any Iranian attempt on Mr. Trump’s life to be “an act of war,” officials said.","https://www.nytimes.com/2024/11/15/world/middleeast/iran-trump-assassinate.html","The Biden administration had warned that the United States would consider any Iranian attempt on Mr. Trump’s life to be “an act of war,” officials said.","Iran sent a message to the Biden administration in October saying that it was not trying to kill Donald J. Trump, as Tehran attempted to ease rising tensions with Washington, according to U.S. officials, as well as an Iranian official and an analyst.",NA,NA,"The New York Times","2024-11-15T20:46:56+0000","article","Washington","World","Middle East","News","nyt://article/da3a6c33-6cbc-5a32-b50d-6c06e6c53c66",770,"nyt://article/da3a6c33-6cbc-5a32-b50d-6c06e6c53c66","Iran Told U.S. That It’s Not Trying to Kill Trump",NA,NA,"",NA,NA,NA,"By Julian E. Barnes and Farnaz Fassihi",NA
"The North Dakota governor, who helped strengthen ties between the oil industry and President-elect Donald J. Trump, will do double duty as Interior secretary.","https://www.nytimes.com/2024/11/15/climate/burgum-trump-energy-czar.html","The North Dakota governor, who helped strengthen ties between the oil industry and President-elect Donald J. Trump, will do double duty as Interior secretary.","President-elect Donald J. Trump said Friday that Gov. Doug Burgum of North Dakota, his pick to run the Interior Department, will also serve as the administration’s point person to coordinate energy policy across the federal government.",NA,NA,"The New York Times","2024-11-15T20:52:01+0000","article","Climate","Climate",NA,"News","nyt://article/6c4e57f2-7882-50ce-bae4-9951e182abd9",793,"nyt://article/6c4e57f2-7882-50ce-bae4-9951e182abd9","Burgum Will Be Trump’s Energy Czar",NA,NA,"",NA,NA,NA,"By Coral Davenport",NA
"Laura Helmuth, the editor in chief of Scientific American, apologized and attributed her comments, which she shared on social media, to “shock and confusion about the election results.”","https://www.nytimes.com/2024/11/15/business/media/laura-helmuth-resigns-scientific-american.html","Laura Helmuth, the editor in chief of Scientific American, apologized and attributed her comments, which she shared on social media, to “shock and confusion about the election results.”","The editor in chief of Scientific American, the oldest continuously published magazine in the United States, has resigned more than a week after she posted comments on social media that called some supporters of President-elect Donald J. Trump “bigoted” and “fascists.”","B","5","The New York Times","2024-11-15T21:37:24+0000","article","Express","Business Day","Media","News","nyt://article/64b38a76-83d6-5f30-8d73-93e2fdd5639e",495,"nyt://article/64b38a76-83d6-5f30-8d73-93e2fdd5639e","Editor Resigns After Calling Some Trump Supporters ‘Fascists’",NA,NA,"Editor Resigns  After Labeling  Trump Voters  As ‘Fascists’",NA,NA,NA,"By Kate Christobek",NA
